oneOf	->	ARRAY
opacity	->	NUMBER
opacity	->	value
orientation	->	"""vertical"""
outline	->	STRING
outlineWidth	->	NUMBER
overlayOnPreviousTrack	->	"""True"""
padding	->	NUMBER
position	->	"field ""+"" type"
rangeSelect	->	"""True"""
range[color]	->	ARRAY
range[color]	->	STRING
range[geneLabelColor]	->	ARRAY
range[size]	->	ARRAY
range[strandColor]	->	ARRAY
range[stroke]	->	ARRAY
range[y]	->	ARRAY
replace	->	ARRAY
responsiveSize	->	"height ""+"" width"
responsiveSize	->	width
responsiveSpec	->	ARRAY
root	->	"alignment ""+"" centerRadius ""+"" description ""+"" layout ""+"" spacing ""+"" static ""+"" title ""+"" tracks"
root	->	"alignment ""+"" centerRadius ""+"" layout ""+"" spacing ""+"" static ""+"" title ""+"" tracks"
root	->	"alignment ""+"" centerRadius ""+"" layout ""+"" spacing ""+"" static ""+"" tracks"
root	->	"alignment ""+"" color ""+"" data ""+"" dataTransforms ""+"" height ""+"" id ""+"" mark ""+"" opacity ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" subtitle ""+"" tooltip ""+"" tracks ""+"" width ""+"" x"
root	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" opacity ""+"" row ""+"" subtitle ""+"" title ""+"" tracks ""+"" width"
root	->	"arrangement ""+"" assembly ""+"" centerRadius ""+"" layout ""+"" spacing ""+"" style ""+"" subtitle ""+"" title ""+"" views"
root	->	"arrangement ""+"" centerRadius ""+"" layout ""+"" static ""+"" views"
root	->	"arrangement ""+"" centerRadius ""+"" layout ""+"" subtitle ""+"" views"
root	->	"arrangement ""+"" centerRadius ""+"" subtitle ""+"" title ""+"" views"
root	->	"arrangement ""+"" layout ""+"" subtitle ""+"" title ""+"" views ""+"" xDomain"
root	->	"arrangement ""+"" layout ""+"" views ""+"" xDomain"
root	->	"arrangement ""+"" linkingId ""+"" responsiveSize ""+"" responsiveSpec ""+"" views"
root	->	"arrangement ""+"" linkingId ""+"" responsiveSize ""+"" responsiveSpec ""+"" views ""+"" xDomain"
root	->	"arrangement ""+"" linkingId ""+"" spacing ""+"" style ""+"" subtitle ""+"" title ""+"" views ""+"" xDomain"
root	->	"arrangement ""+"" spacing ""+"" style ""+"" subtitle ""+"" title ""+"" views"
root	->	"arrangement ""+"" views"
root	->	"assembly ""+"" description ""+"" style ""+"" views ""+"" xDomain ""+"" zoomLimits"
root	->	"assembly ""+"" layout ""+"" spacing ""+"" style ""+"" subtitle ""+"" title ""+"" views"
root	->	"assembly ""+"" layout ""+"" spacing ""+"" subtitle ""+"" title ""+"" views"
root	->	"assembly ""+"" subtitle ""+"" title ""+"" views ""+"" xDomain ""+"" zoomLimits"
root	->	"centerRadius ""+"" layout ""+"" spacing ""+"" static ""+"" subtitle ""+"" title ""+"" tracks ""+"" xDomain"
root	->	"centerRadius ""+"" layout ""+"" spacing ""+"" style ""+"" subtitle ""+"" title ""+"" views"
root	->	"centerRadius ""+"" spacing ""+"" style ""+"" subtitle ""+"" title ""+"" views ""+"" xDomain"
root	->	"layout ""+"" title ""+"" tracks"
root	->	"responsiveSpec ""+"" spacing ""+"" style ""+"" views"
root	->	"style ""+"" title ""+"" views"
root	->	"subtitle ""+"" title ""+"" tracks"
root	->	"subtitle ""+"" title ""+"" views ""+"" xDomain"
root	->	"title ""+"" tracks"
root	->	tracks
row	->	STRING
row	->	"domain ""+"" field ""+"" legend ""+"" type"
row	->	"domain ""+"" field ""+"" type"
row	->	"field ""+"" legend ""+"" type"
row	->	"field ""+"" padding ""+"" type"
row	->	"field ""+"" type"
sampleLength	->	NUMBER
select	->	"arrange ""+"" color ""+"" stroke ""+"" strokeWidth"
select	->	"color ""+"" opacity"
select	->	"color ""+"" opacity ""+"" strokeWidth"
separator	->	STRING
size	->	NUMBER
size	->	"field ""+"" range ""+"" type"
size	->	"field ""+"" type"
size	->	value
spacing	->	NUMBER
stainBackgroundColor	->	field
stainLabelColor	->	field
stainStroke	->	value
start	->	STRING
startField	->	STRING
startPosition	->	field
startPosition	->	"field ""+"" type"
static	->	"""False"""
static	->	"""True"""
strandColor	->	"field ""+"" range"
strandRow	->	field
stretch	->	"""True"""
stretchGraphics	->	"""True"""
stroke	->	STRING
stroke	->	"domain ""+"" field ""+"" range ""+"" type"
stroke	->	"domain ""+"" field ""+"" type"
stroke	->	"field ""+"" range ""+"" type"
stroke	->	"field ""+"" type"
stroke	->	value
strokeWidth	->	NUMBER
strokeWidth	->	value
style	->	align
style	->	"align ""+"" outline ""+"" outlineWidth"
style	->	background
style	->	"background ""+"" backgroundOpacity"
style	->	"background ""+"" outline ""+"" outlineWidth"
style	->	"background ""+"" outlineWidth"
style	->	backgroundOpacity
style	->	"brush ""+"" mouseOver ""+"" select"
style	->	dashed
style	->	"dx ""+"" outlineWidth ""+"" textFontWeight"
style	->	"dx ""+"" textFontWeight"
style	->	dy
style	->	"dy ""+"" outline"
style	->	"dy ""+"" outline ""+"" outlineWidth"
style	->	"dy ""+"" textFontSize"
style	->	enableSmoothPath
style	->	"enableSmoothPath ""+"" outline ""+"" outlineWidth"
style	->	inlineLegend
style	->	legendTitle
style	->	"legendTitle ""+"" linkStyle"
style	->	"legendTitle ""+"" outlineWidth"
style	->	linePattern
style	->	"linePattern ""+"" outline ""+"" outlineWidth"
style	->	linkStyle
style	->	matrixExtent
style	->	"mouseOver ""+"" select"
style	->	outline
style	->	"outline ""+"" outlineWidth"
style	->	outlineWidth
style	->	textAnchor
style	->	textFontWeight
style	->	textStrokeWidth
subtitle	->	STRING
template	->	STRING
text	->	"field ""+"" type"
text	->	value
textAnchor	->	"""end"""
textFontSize	->	NUMBER
textFontWeight	->	"""bold"""
textFontWeight	->	"""normal"""
textStrokeWidth	->	NUMBER
title	->	STRING
tooltip	->	ARRAY
track	->	
track	->	"alignment ""+"" color ""+"" data ""+"" dataTransforms ""+"" height ""+"" opacity ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" dataTransforms ""+"" height ""+"" style ""+"" text ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" dataTransforms ""+"" height ""+"" style ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" experimental ""+"" height ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" text ""+"" title ""+"" tracks ""+"" width ""+"" x"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" id ""+"" opacity ""+"" row ""+"" style ""+"" tracks ""+"" visibility ""+"" width"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" layout ""+"" opacity ""+"" tracks ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" layout ""+"" row ""+"" tracks ""+"" width ""+"" x ""+"" y"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" opacity ""+"" row ""+"" title ""+"" tracks ""+"" visibility ""+"" width"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" opacity ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" tooltip ""+"" tracks ""+"" width"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" tracks ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" text ""+"" title ""+"" tracks ""+"" width ""+"" x"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" text ""+"" tracks ""+"" width ""+"" x"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" row ""+"" title ""+"" tracks ""+"" visibility ""+"" width"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" row ""+"" title ""+"" tracks ""+"" width"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" text ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" style ""+"" text ""+"" title ""+"" tracks ""+"" width ""+"" x"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" style ""+"" text ""+"" tracks ""+"" width ""+"" x"
track	->	"alignment ""+"" color ""+"" data ""+"" height ""+"" tracks ""+"" width"
track	->	"alignment ""+"" data ""+"" dataTransforms ""+"" height ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" tracks ""+"" width ""+"" x ""+"" x1 ""+"" x1e ""+"" xe"
track	->	"alignment ""+"" data ""+"" dataTransforms ""+"" height ""+"" opacity ""+"" style ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"alignment ""+"" data ""+"" experimental ""+"" height ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" tooltip ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" data ""+"" height ""+"" mark ""+"" row ""+"" style ""+"" title ""+"" tooltip ""+"" tracks ""+"" width"
track	->	"alignment ""+"" data ""+"" height ""+"" mark ""+"" style ""+"" title ""+"" tracks ""+"" width"
track	->	"alignment ""+"" data ""+"" height ""+"" mark ""+"" tracks ""+"" width ""+"" x ""+"" y"
track	->	"alignment ""+"" data ""+"" height ""+"" opacity ""+"" tracks ""+"" width"
track	->	"alignment ""+"" data ""+"" height ""+"" row ""+"" title ""+"" tracks ""+"" width ""+"" x"
track	->	"alignment ""+"" data ""+"" height ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" tracks ""+"" visibility ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" data ""+"" height ""+"" stroke ""+"" strokeWidth ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" data ""+"" height ""+"" title ""+"" tracks ""+"" width ""+"" x ""+"" xe"
track	->	"alignment ""+"" height ""+"" tracks ""+"" width"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" id ""+"" mark ""+"" opacity ""+"" tooltip ""+"" width ""+"" x ""+"" y"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" opacity ""+"" overlayOnPreviousTrack ""+"" size ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" opacity ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" style ""+"" text ""+"" title ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" style ""+"" title ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" title ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" row ""+"" size ""+"" style ""+"" visibility ""+"" x"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" row ""+"" size ""+"" visibility ""+"" x"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" row ""+"" size ""+"" visibility ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" row ""+"" strokeWidth ""+"" style ""+"" visibility ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" row ""+"" style ""+"" text ""+"" visibility ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" row ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" x"
track	->	"color ""+"" data ""+"" dataTransforms ""+"" mark ""+"" row ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" x"
track	->	"color ""+"" data ""+"" displacement ""+"" height ""+"" mark ""+"" size ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" experimental ""+"" height ""+"" mark ""+"" style ""+"" title ""+"" tooltip ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" id ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" id ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" id ""+"" mark ""+"" style ""+"" width ""+"" x ""+"" xe ""+"" y ""+"" ye"
track	->	"color ""+"" data ""+"" height ""+"" layout ""+"" mark ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" title ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" opacity ""+"" stroke ""+"" title ""+"" width ""+"" x ""+"" x1 ""+"" x1e ""+"" xe"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" text ""+"" width ""+"" x"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" row ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" row ""+"" width ""+"" x ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" stretch ""+"" style ""+"" text ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" title ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" xe"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" title ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" title ""+"" width ""+"" x ""+"" xe ""+"" y ""+"" ye"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" height ""+"" mark ""+"" width ""+"" x ""+"" y"
track	->	"color ""+"" data ""+"" mark ""+"" opacity ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" x ""+"" xe ""+"" y ""+"" ye"
track	->	"color ""+"" data ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" x ""+"" xe ""+"" y ""+"" ye"
track	->	"color ""+"" data ""+"" mark ""+"" strokeWidth ""+"" x"
track	->	"color ""+"" data ""+"" mark ""+"" strokeWidth ""+"" y"
track	->	"color ""+"" data ""+"" mark ""+"" style ""+"" x ""+"" xe ""+"" y ""+"" ye"
track	->	"color ""+"" data ""+"" mark ""+"" visibility ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" data ""+"" mark ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" dataTransforms ""+"" mark"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" opacity ""+"" strokeWidth ""+"" style ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" size"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" size ""+"" visibility"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" size ""+"" visibility ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" strokeWidth ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" style ""+"" x"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" text ""+"" visibility"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" text ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" x"
track	->	"color ""+"" dataTransforms ""+"" mark ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" x ""+"" xe"
track	->	"color ""+"" dataTransforms ""+"" x ""+"" xe ""+"" y"
track	->	"color ""+"" mark ""+"" opacity ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" visibility ""+"" x ""+"" y"
track	->	"color ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" x"
track	->	"color ""+"" mark ""+"" opacity ""+"" strokeWidth ""+"" style"
track	->	"color ""+"" mark ""+"" opacity ""+"" strokeWidth ""+"" text ""+"" visibility ""+"" xe"
track	->	"color ""+"" mark ""+"" opacity ""+"" strokeWidth ""+"" x"
track	->	"color ""+"" mark ""+"" size"
track	->	"color ""+"" mark ""+"" size ""+"" stroke ""+"" strokeWidth"
track	->	"color ""+"" mark ""+"" size ""+"" visibility ""+"" x ""+"" xe"
track	->	"color ""+"" mark ""+"" stroke ""+"" strokeWidth"
track	->	"color ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" style ""+"" text"
track	->	"color ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" text ""+"" visibility"
track	->	"color ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" visibility ""+"" x ""+"" xe"
track	->	"color ""+"" mark ""+"" stroke ""+"" strokeWidth ""+"" x"
track	->	"color ""+"" mark ""+"" text ""+"" y"
track	->	"color ""+"" mark ""+"" x"
track	->	"color ""+"" mark ""+"" xe"
track	->	"data ""+"" dataTransforms ""+"" height ""+"" mark ""+"" opacity ""+"" stroke ""+"" strokeWidth ""+"" width ""+"" x ""+"" x1 ""+"" x1e ""+"" xe"
track	->	"data ""+"" encoding ""+"" experimental ""+"" height ""+"" style ""+"" template ""+"" title ""+"" tooltip ""+"" width"
track	->	"data ""+"" encoding ""+"" height ""+"" template ""+"" width"
track	->	"data ""+"" height ""+"" layout ""+"" mark ""+"" size ""+"" width ""+"" x ""+"" xe ""+"" y"
track	->	"data ""+"" height ""+"" layout ""+"" mark ""+"" size ""+"" width ""+"" x ""+"" y"
track	->	"data ""+"" height ""+"" layout ""+"" mark ""+"" stroke ""+"" width ""+"" x ""+"" x1 ""+"" x1e ""+"" xe"
track	->	"data ""+"" height ""+"" mark ""+"" opacity ""+"" style ""+"" width ""+"" x ""+"" y"
track	->	"data ""+"" mark ""+"" size ""+"" stroke ""+"" strokeWidth ""+"" title ""+"" x ""+"" xe"
track	->	"dataTransforms ""+"" mark"
track	->	"dataTransforms ""+"" mark ""+"" size ""+"" style ""+"" text ""+"" visibility"
track	->	"dataTransforms ""+"" mark ""+"" size ""+"" style ""+"" text ""+"" x ""+"" xe"
track	->	"dataTransforms ""+"" mark ""+"" size ""+"" style ""+"" x"
