,UMAP_1,UMAP_2,file_name,class
31,3.0320702,51.860355,BAR_sw_0_7_s_1_0_cc_2,BAR
32,50.479034,73.241554,multi_layer_circular_m_1_sw_1_2_s_0_7_oc,multi_layer_circular
33,-49.858067,-19.779432,stratified-bar_p_0_sw_1_2_s_0_7_oc,stratified-bar
34,-77.50427,-21.974184,EX_SPEC_MOUSE_EVENT_sw_0_7_s_1_0_cc_1,EX_SPEC_MOUSE_EVENT
35,34.459396,31.399576,LINE_sw_1_2_s_0_7_cc_2,LINE
36,59.126625,27.6217,VCF_POINT_MUTATIONS_sw_1_0_s_1_0_cc_0,VCF_POINT_MUTATIONS
37,17.462057,55.744823,hi-c-matrix_p_0_sw_1_0_s_1_2_oc,hi-c-matrix
38,-8.54272,-17.56523,simple_circular_m_3_oc_oc,simple_circular
39,35.61357,32.729347,LINE_sw_1_0_s_1_2_cc_2,LINE
40,-45.951035,-20.480757,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_0_oc,EX_SPEC_SEQUENCE_TRACK
41,-20.992893,-26.128885,circular-comb-area-arc_p_0_sw_0_7_s_1_2_oc,circular-comb-area-arc
42,6.8994436,-25.737116,combination-bar-line_p_0_m_18_cc_0,combination-bar-line
43,22.099213,-26.971441,combination-point-area_p_1_sw_0_7_s_1_2_oc,combination-point-area
44,-33.77005,16.86497,AREA_sw_1_2_s_1_0_cc_1,AREA
45,10.567207,-27.776274,combination-bar-line_p_1_m_6_cc_0,combination-bar-line
46,14.888147,-16.97514,combination-bar-line_p_0_m_19_cc_0,combination-bar-line
47,5.308821,-34.22652,combination-bar-line_p_1_m_7_cc_0,combination-bar-line
48,-24.921017,-10.967762,breast_cancer_sw_2_0_s_0_5_oc,breast_cancer
49,-63.960693,46.256718,PBCA-DE-d17c2123-d262-43f4-9d06-3547f991cde7,PBCA-DE
50,-69.70141,46.590122,BOCA-UK-f83f1eb8-b2c8-c3d6-e040-11ac0c48261e,BOCA-UK
51,10.124625,-52.465107,circular-comb-bar-line_p_0_sw_1_0_s_1_2_oc,circular-comb-bar-line
52,-50.787098,-20.258207,stratified-bar_p_0_sw_0_7_s_1_0_cc_0,stratified-bar
53,-64.57394,57.722553,PBCA-DE-edc070db-b768-478f-ae75-4c4012bdc3fe,PBCA-DE
54,-24.427635,62.00669,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_0_7_hot_recolor,EX_SPEC_MATRIX_HFFC6
55,59.421535,-12.561543,circular-arc_p_0_sw_1_2_s_1_2_oc,circular-arc
56,47.657593,66.34772,responsive-circular_p_0_sw_1_2_s_1_2_oc,responsive-circular
57,-60.279064,56.334858,BRCA-US-01658141-8398-4585-9f0f-8355dd9b0604,BRCA-US
58,-66.77311,56.068325,PBCA-DE-3b399659-8302-428a-9c97-1e7b455c9c2f,PBCA-DE
59,-20.781273,12.786612,EX_SPEC_SARS_COV_2_sw_0_7_s_1_0_oc,EX_SPEC_SARS_COV_2
60,-65.48869,46.772453,PBCA-DE-324adcfa-3fba-45b9-99f0-9d41c0c54d79,PBCA-DE
61,-36.766155,18.501717,AREA_sw_1_2_s_1_0_oc,AREA
62,-64.59474,59.252354,BRCA-US-987d41ee-6bab-490c-b0f2-bf28c0089de9,BRCA-US
63,-9.699333,24.947487,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_2_s_1_0_oc,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS
64,47.246925,64.46375,circular-bar-second_p_0_sw_1_2_s_1_2_oc,circular-bar-second
65,-46.567287,8.103245,EX_SPEC_LINKING_sw_0_7_s_1_2_cc_0,EX_SPEC_LINKING
66,-28.95731,-44.84646,combination-heatmap-bar_p_0_sw_1_0_s_1_0_cc_0,combination-heatmap-bar
67,40.935444,-17.091766,circular-comb-heat-bar_p_0_sw_0_7_s_1_2_oc,circular-comb-heat-bar
68,46.841793,12.533498,POINT_sw_1_2_s_1_0_cc_1,POINT
69,1.6825032,-41.567905,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_1_2_oc,OVERLAY_TRACKS_LINE_POINT
70,44.422623,68.61694,multi_layer_circular_m_3_sw_1_0_s_1_2_oc,multi_layer_circular
71,43.62722,-3.357826,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_1,EX_SPEC_CIRCULR_RANGE
72,-0.7832813,71.5715,EX_SPEC_CYTOBANDS_sw_0_7_s_0_7_oc_serial,EX_SPEC_CYTOBANDS
73,24.275175,-61.967117,circular-area_p_0_sw_1_2_s_0_7_oc,circular-area
74,-64.60689,46.23718,BOCA-UK-f85add3d-e2e6-31f8-e040-11ac0d48479c,BOCA-UK
75,22.49358,-64.83095,multi_layer_circular_m_2_s_0_7_oc,multi_layer_circular
76,-69.08214,53.018677,BRCA-EU-fc8130df-3147-3e94-e040-11ac0d485df8,BRCA-EU
77,68.26597,11.211776,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_0_7_oc,gray_heatmap
78,29.15908,43.831303,gene_annotation_p_1_sw_1_2_s_0_7,gene_annotation
79,68.120766,11.904579,hic_matrix_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_cc_0,hic
80,64.67605,-16.884153,basic-link_p_0_sw_1_0_s_1_0_cc_1,basic-link
81,-71.28363,50.145473,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e,BOCA-UK
82,65.11747,10.627416,hic_matrix_sw_1_0_s_1_0_oc_sw_1_0_s_0_7_cc_0,hic
83,-63.04918,59.068497,PBCA-DE-571ce258-b453-4cac-b05e-05755791be84,PBCA-DE
84,-62.226902,57.705257,ovarian-84ca6ab0-9edc-4636-9d27-55cdba334d7d,ovarian
85,56.966457,-44.12125,circular-line_p_0_sw_1_0_s_0_7_cc_0,circular-line
86,64.37642,-13.968064,arcs_p_0_sw_0_7_s_0_7_oc,arcs
87,-68.926796,57.84149,PBCA-DE-12d7121a-0345-4808-a819-09d6e3227bd5,PBCA-DE
88,-2.7479036,-28.973362,combination-point-area_p_0_sw_1_0_s_1_0_oc,combination-point-area
89,-19.773527,-26.417728,circular-comb-area-arc_p_1_sw_1_0_s_1_0_oc,circular-comb-area-arc
90,58.097107,-43.601326,circular-line_p_0_sw_1_2_s_1_2_cc_0,circular-line
91,-62.04869,59.008755,BTCA-SG-50e3a421-9741-4cd8-911b-0f47ca518b6a,BTCA-SG
92,-0.036275145,77.997765,EX_SPEC_CYTOBANDS_sw_0_7_s_0_7_cc_2_serial,EX_SPEC_CYTOBANDS
93,-15.08611,-56.85632,combination-area-bar_p_0_sw_1_2_s_0_7_oc,combination-area-bar
94,-65.01743,45.741226,PBCA-DE-e9d607e8-41c3-4210-870b-a9ab9b1d1c8c,PBCA-DE
95,55.248116,29.340696,scatterplot_p_0_sw_1_0_s_1_0_cc_0,scatterplot
96,-28.20101,8.936768,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_2_oc,EX_SPEC_ALIGNMENT_CHART
97,19.547924,-65.28915,circular-area_p_0_sw_0_7_s_0_7_cc_0,circular-area
98,-31.246735,35.452908,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_1,EX_SPEC_MARK_DISPLACEMENT
99,8.155642,-51.57168,circular-comb-bar-line_p_1_sw_0_7_s_1_0_oc,circular-comb-bar-line
100,-34.74184,-28.457136,responsive-ideogram_p_0_sw_1_0_s_1_2,responsive-ideogram
101,-29.29191,38.172626,EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_1,EX_SPEC_MARK_DISPLACEMENT
102,8.699366,39.540874,hi-c-matrix_p_0_sw_1_0_s_1_0_cc_2,hi-c-matrix
103,53.224117,-47.742085,circular-point-first_p_0_sw_0_7_s_1_0_cc_0,circular-point-first
104,-33.452133,35.85227,EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_0,EX_SPEC_MARK_DISPLACEMENT
105,-2.0211399,-3.897887,band_connection_p_0_sw_0_7_s_0_7_cc_2,band_connection
106,-69.47533,58.10989,BRCA-EU-f7b847e5-0f5d-69b4-e040-11ac0c4845fe,BRCA-EU
107,10.360382,28.872196,hi-c-matrix-alt_p_0_sw_0_7_s_0_7_cc_2,hi-c-matrix-alt
108,-34.3562,36.858906,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_0,EX_SPEC_MARK_DISPLACEMENT
109,-20.561066,-26.631699,circular-comb-area-arc_p_1_sw_0_7_s_1_2_oc,circular-comb-area-arc
110,-5.5926876,-26.813467,combination-point-area_p_0_sw_0_7_s_1_2_oc,combination-point-area
111,-22.114256,-7.47299,breast_cancer_sw_1_0_s_2_0_oc,breast_cancer
112,-29.686993,12.783012,EX_SPEC_ALIGNMENT_CHART_sw_0_7_s_1_0_oc,EX_SPEC_ALIGNMENT_CHART
113,6.113808,-54.177494,circular-comb-bar-line_p_1_sw_1_0_s_1_2_oc,circular-comb-bar-line
114,-65.08558,59.007046,BRCA-EU-fc8130e0-ad66-b82e-e040-11ac0d485e0e,BRCA-EU
115,57.813065,27.559744,VCF_POINT_MUTATIONS_sw_1_2_s_0_7_oc,VCF_POINT_MUTATIONS
116,-51.12447,-10.955531,stratified-bar-alt_p_0_sw_1_0_s_0_7_cc_0,stratified-bar-alt
117,58.324886,-50.27714,multi_layer_circular_m_0_sw_1_2_s_0_7_oc,multi_layer_circular
118,18.162003,41.589466,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_0_7_oc,EX_SPEC_CLINVAR_LOLLIPOP
119,24.300167,19.257807,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_1_2_cc_2,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON
120,-65.82538,47.065624,ovarian-89dad92e-5b3f-479a-a6da-a94ee7df7f8a,ovarian
121,67.52043,-17.308725,basic-link_p_0_sw_1_0_s_1_0_cc_0,basic-link
122,33.166332,-46.84609,viridis-heatmap_p_0_sw_0_7_s_0_7_oc,viridis-heatmap
123,19.873728,59.0685,comparative-matrix_p_0_sw_1_2_s_1_2,comparative-matrix
124,67.115166,8.769473,hic_matrix_sw_1_0_s_1_0_oc_sw_1_0_s_0_7_oc,hic
125,57.84994,-43.542164,circular-line_p_0_sw_1_2_s_1_2_oc,circular-line
126,-49.656853,-11.059686,stratified-bar-alt_p_0_sw_1_2_s_1_2_cc_0,stratified-bar-alt
127,29.846088,5.4529824,VCF_INDELS_sw_0_7_s_1_0_cc_0,VCF_INDELS
128,-31.81756,1.386337,TRIANGLE_sw_1_2_s_0_7_cc_0,TRIANGLE
129,-31.873825,3.434761,TRIANGLE_sw_1_0_s_1_2_cc_0,TRIANGLE
130,13.985286,-5.3346457,combination-four_p_4_oc,combination-four
131,17.702063,-12.444213,combination-bar-line_p_0_m_13_oc,combination-bar-line
132,-55.761295,-12.556289,OVERLAY_TRACKS_BAR_POINT_sw_0_7_s_1_2_cc_0,OVERLAY_TRACKS_BAR_POINT
133,31.805418,40.836918,gene_annotation_p_4_sw_1_2_s_1_0,gene_annotation
134,48.68049,1.9012004,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0,EX_SPEC_CIRCULR_RANGE
135,-35.019833,-12.064485,RECT_sw_1_2_s_1_0_oc,RECT
136,40.32676,-17.447676,circular-comb-heat-bar_p_0_sw_1_0_s_1_0_oc,circular-comb-heat-bar
137,-71.5528,54.345085,GBM-US-25bee010-cc99-4af0-ba2f-fe4dd308be33,GBM-US
138,52.02121,69.519035,multi_layer_circular_m_1_s_1_0_oc,multi_layer_circular
139,10.778013,-0.94002277,breast_cancer_sw_2_0_s_1_2_cc_2,breast_cancer
140,-1.2995124,-43.32802,OVERLAY_TRACKS_LINE_POINT_sw_1_0_s_1_0_oc,OVERLAY_TRACKS_LINE_POINT
141,45.479946,68.160034,multi_layer_circular_m_3_sw_0_7_s_1_0_oc,multi_layer_circular
142,51.367073,-42.900723,circular-point-second_p_0_sw_0_7_s_0_7_cc_0,circular-point-second
143,42.088345,21.606306,POINT_sw_1_2_s_1_0_cc_0,POINT
144,-16.091335,43.187344,single-cell-epi-corces_p_0_sw_1_0_s_0_7,single-cell-epi-corces
145,-31.564135,-45.867466,combination-heatmap-bar_p_1_sw_0_7_s_0_7_cc_0,combination-heatmap-bar
146,-18.54363,-64.63264,EX_SPEC_PILEUP_sw_1_2_s_1_0_oc,EX_SPEC_PILEUP
147,45.53202,12.36247,POINT_sw_1_2_s_1_0_oc,POINT
148,-76.56441,-16.556776,EX_SPEC_MOUSE_EVENT_sw_0_7_s_0_7_oc,EX_SPEC_MOUSE_EVENT
149,-3.47318,21.182898,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_2_s_0_7_cc_2,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS
150,-5.0389037,16.821218,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_0_s_1_2_cc_2,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS
151,-69.72638,55.995476,GBM-US-ece0f3a4-a204-4c52-bb1f-88d44a875b2e,GBM-US
152,-18.640469,9.25223,EX_SPEC_SARS_COV_2_sw_1_0_s_1_2_oc,EX_SPEC_SARS_COV_2
153,19.665703,-26.052965,combination-point-area_p_1_sw_1_0_s_1_0_oc,combination-point-area
154,-18.455444,-23.758818,circular-comb-area-arc_p_0_sw_1_0_s_1_0_oc,circular-comb-area-arc
155,16.472996,24.629534,gene_annotation_combine_3_a_s_1_0_cc_0,gene_annotation_combine_3_a
156,-7.1476693,-28.72378,combination-point-area_p_0_sw_1_0_s_1_2_cc_0,combination-point-area
157,-0.30931306,47.328342,BAR_sw_1_2_s_1_2_oc,BAR
158,-70.19136,48.123367,GBM-US-82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6,GBM-US
159,-6.4458513,-26.077047,combination-point-area_p_0_sw_1_2_s_0_7_cc_0,combination-point-area
160,47.558666,63.965446,circular-bar-second_p_0_sw_1_0_s_1_2_cc_0,circular-bar-second
161,9.689748,-51.256706,circular-comb-bar-line_p_0_sw_0_7_s_1_0_oc,circular-comb-bar-line
162,-65.663055,45.58061,PBCA-DE-b16780b0-75ba-4304-87e0-33f1e321b622,PBCA-DE
163,-17.041424,-61.359135,combination-area-bar_p_1_sw_1_2_s_0_7_oc,combination-area-bar
164,44.42191,64.621376,circular-bar-second_p_0_sw_1_2_s_0_7_cc_0,circular-bar-second
165,-14.965904,34.178555,AREA_sw_1_2_s_1_0_cc_0,AREA
166,-11.958827,-35.76208,LINE_sw_1_0_s_1_2_cc_3,LINE
167,17.732323,39.13893,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_0_7_cc_0,EX_SPEC_CLINVAR_LOLLIPOP
168,9.2315855,-15.630746,BRUSH_sw_0_7_s_1_0_cc_2,BRUSH
169,-59.105686,49.491047,prostate adenocarcinoma-0bfd1043-816e-e3e4-e050-11ac0c4860c5,prostate adenocarcinoma
170,-11.042337,-36.463127,LINE_sw_1_2_s_0_7_cc_3,LINE
171,-46.892822,-18.310072,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0,SEMANTIC_ZOOM_SEQUENCE
172,-72.41632,-19.168644,EX_SPEC_MOUSE_EVENT_sw_0_7_s_1_0_cc_0,EX_SPEC_MOUSE_EVENT
173,17.811062,38.679733,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_cc_0,EX_SPEC_CLINVAR_LOLLIPOP
174,15.201299,56.01262,hi-c-matrix-alt_p_0_sw_1_2_s_1_0_oc,hi-c-matrix-alt
175,41.857437,68.861565,circular-bar_p_0_sw_1_2_s_1_0_oc,circular-bar
176,13.284596,58.76702,hi-c-matrix_p_0_sw_0_7_s_1_0_oc,hi-c-matrix
177,-37.00833,24.224407,BAR_sw_0_7_s_1_0_cc_3,BAR
178,42.3382,-16.422552,circular-comb-heat-bar_p_1_sw_0_7_s_1_2_oc,circular-comb-heat-bar
179,-67.10408,46.69151,BRCA-US-e55f338f-97e2-4394-ae23-c92606069485,BRCA-US
180,-5.243482,9.062267,gene_annotation_combine_2_b_s_1_0_cc_0,gene_annotation_combine_2_b
181,-5.2857604,1.9527093,rule-mark_p_0_sw_1_0_s_0_7_cc_1,rule-mark
182,4.734068,11.990955,gene_annotation_single_2_s_1_0_cc_1,gene_annotation
183,-66.633354,46.151157,PBCA-DE-bd1ce02b-bfaf-4cde-aaac-06097a12e248,PBCA-DE
184,-16.02428,12.746091,EX_SPEC_SARS_COV_2_sw_0_7_s_1_2_cc_1,EX_SPEC_SARS_COV_2
185,-8.5849905,1.6821443,rule-mark_p_0_sw_1_2_s_1_2_cc_1,rule-mark
186,-2.1206405,28.230371,combination-line-point-bar_p_0_oc,combination-line-point-bar
187,61.94782,-15.242787,arcs_p_0_sw_1_2_s_1_2_cc_0,arcs
188,22.88285,16.323008,EX_SPEC_GIVE_sw_1_2_s_1_0,EX_SPEC_GIVE
189,62.996304,-16.326408,arcs_p_0_sw_1_0_s_0_7_cc_0,arcs
190,-65.55289,58.170006,PBCA-DE-7dddd413-d2c6-4f75-bbf6-3b202877546e,PBCA-DE
191,22.16459,-60.21494,multi_layer_circular_m_2_sw_1_0_s_1_2_oc,multi_layer_circular
192,-27.148035,61.02186,EX_SPEC_MATRIX_HFFC6_sw_0_7_s_0_7_hot,EX_SPEC_MATRIX_HFFC6
193,-18.674797,-63.400623,EX_SPEC_PILEUP_sw_1_0_s_0_7_cc_2,EX_SPEC_PILEUP
194,19.77814,2.2025628,EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_1,EX_SPEC_GREMLIN
195,16.392406,59.932335,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_cc_0,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES
196,-55.09523,49.655514,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_2_s_0_7,EX_SPEC_CANCER_VARIANT_PROTOTYPE
197,-63.407555,58.211308,PBCA-DE-8bda75a6-86b9-458e-948b-05049b4c52ce,PBCA-DE
198,-59.340584,56.93832,PBCA-DE-cc39b534-5ba1-4ea0-956b-676f6732beec,PBCA-DE
199,-13.455963,-62.457195,combination-area-bar_p_1_sw_1_2_s_1_2_cc_0,combination-area-bar
200,-15.682847,-61.508045,combination-area-bar_p_1_sw_1_0_s_0_7_cc_0,combination-area-bar
201,-51.778988,-10.726329,stratified-bar-alt_p_0_sw_1_2_s_0_7_oc,stratified-bar-alt
202,1.1352652,6.3516665,EX_SPEC_CIRCOS_sw_1_2_s_1_0_cc_0,EX_SPEC_CIRCOS
203,-16.760004,-67.058395,EX_SPEC_PILEUP_sw_1_2_s_1_2_cc_2,EX_SPEC_PILEUP
204,11.026129,3.588217,BED_DEMO_sw_0_7_s_0_7_oc,BED_DEMO
205,19.237326,-37.82794,combination-points_p_0_sw_1_2_s_1_0_cc_0,combination-points
206,-17.643444,-13.114602,breast_cancer_sw_1_2_s_1_0_cc_1,breast_cancer
207,-15.37089,-13.000044,breast_cancer_sw_1_0_s_0_5_cc_1,breast_cancer
208,-46.73976,8.91649,EX_SPEC_LINKING_sw_0_7_s_1_2_oc,EX_SPEC_LINKING
209,-61.056744,57.318596,BRCA-US-df291849-4c35-44e1-b013-8f6b7ee36113,BRCA-US
210,32.340904,15.938972,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_2_cc_1,EX_SPEC_ALIGNMENT_CHART
211,1.9639955,-39.56724,combination-bar-line_p_0_m_5_oc,combination-bar-line
212,65.93119,-19.084375,basic-link_p_0_sw_1_2_s_1_2_oc,basic-link
213,-64.05159,58.67601,LIRI-JP-6f395380-c623-11e3-bf01-24c6515278c0,LIRI-JP
214,30.370907,14.57201,EX_SPEC_ALIGNMENT_CHART_sw_1_2_s_0_7_cc_1,EX_SPEC_ALIGNMENT_CHART
215,22.810507,-63.38227,multi_layer_circular_m_2_sw_0_7_s_1_0_cc_0,multi_layer_circular
216,52.39283,-42.027973,circular-point-second_p_0_sw_1_0_s_1_0_oc,circular-point-second
217,-17.327932,-66.03069,EX_SPEC_PILEUP_sw_1_0_s_0_7_cc_0,EX_SPEC_PILEUP
218,53.28599,32.05891,stratified-point_p_0_sw_1_0_s_1_2_oc,stratified-point
219,-27.60115,57.054977,EX_SPEC_MATRIX_HFFC6_sw_0_7_s_1_2_bupu,EX_SPEC_MATRIX_HFFC6
220,-13.223015,-65.38142,EX_SPEC_PILEUP_sw_1_2_s_1_2_cc_0,EX_SPEC_PILEUP
221,3.8286648,7.3548565,EX_SPEC_CIRCOS_sw_1_2_s_1_0_cc_2,EX_SPEC_CIRCOS
222,-4.308307,24.850052,combination-area-bar-line_p_1_oc,combination-area-bar-line
223,-51.390892,-15.879431,responsive-multivec_p_0_sw_0_7_s_1_2_cc_0,responsive-multivec
224,-18.288862,-22.757538,circular-comb-area-arc_p_0_sw_1_0_s_1_0_cc_0,circular-comb-area-arc
225,-50.52135,-9.9037285,stratified-bar-alt_p_0_sw_0_7_s_1_0_oc,stratified-bar-alt
226,-0.7147061,1.1145823,EX_SPEC_CIRCOS_sw_1_2_s_1_2_oc,EX_SPEC_CIRCOS
227,22.097979,14.359883,EX_SPEC_GIVE_sw_1_2_s_1_2,EX_SPEC_GIVE
228,8.684994,6.1624045,rule-mark_p_0_sw_1_0_s_1_2_oc,rule-mark
229,-71.52021,52.613735,PBCA-DE-4daa2708-d0db-40fe-a07a-763f003adcae,PBCA-DE
230,52.980255,-47.34857,circular-point-first_p_0_sw_1_0_s_1_2_oc,circular-point-first
231,3.8651922,13.949637,gene_annotation_single_2_s_1_0_cc_3,gene_annotation
232,-11.006212,57.82468,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_0_7_s_1_0_cc_0,multiple_view
233,24.660698,36.266003,gene_annotation_combine_4_s_1_2_oc,gene_annotation_combine_4
234,-72.35301,-23.3513,EX_SPEC_TEMPLATE_sw_0_7_s_1_2_cc_1,EX_SPEC_TEMPLATE
235,1.1146938,10.620812,gene_annotation_single_5_s_1_0_cc_0,gene_annotation
236,-28.23498,-47.399715,combination-heatmap-bar_p_1_sw_0_7_s_1_2_oc,combination-heatmap-bar
237,31.52326,36.80376,gene_annotation_p_3_sw_1_0_s_0_7,gene_annotation
238,0.035739273,48.93224,BAR_sw_0_7_s_1_0_cc_1,BAR
239,-8.838857,53.43888,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_3_sw_1_2_s_1_0_cc_0,multiple_view
240,-26.536673,59.487385,EX_SPEC_MATRIX_HFFC6_sw_0_7_s_1_2_bupu_recolor,EX_SPEC_MATRIX_HFFC6
241,9.943804,-54.51805,circular-comb-bar-line_p_0_sw_1_2_s_0_7_oc,circular-comb-bar-line
242,-63.671703,56.92868,GBM-US-0332b017-17d5-4083-8fc4-9d6f8fdbbbde,GBM-US
243,6.4870644,-15.672689,BRUSH_sw_0_7_s_1_0_cc_0,BRUSH
244,-14.696568,-39.266342,LINE_sw_1_0_s_1_2_cc_1,LINE
245,-45.448433,-17.688944,EX_SPEC_SEQUENCE_TRACK_sw_0_7_s_0_7_cc_0,EX_SPEC_SEQUENCE_TRACK
246,-70.706696,-19.137434,EX_SPEC_MOUSE_EVENT_sw_0_7_s_1_0_cc_2,EX_SPEC_MOUSE_EVENT
247,-16.740505,-40.27644,LINE_sw_1_2_s_0_7_cc_1,LINE
248,30.28366,-45.415012,circular-heat_p_0_sw_0_7_s_1_0_cc_0,circular-heat
249,54.39897,30.618973,scatterplot_p_0_sw_0_7_s_1_2_oc,scatterplot
250,-37.825317,-7.3104863,SEMANTIC_ZOOM_CYTO_sw_0_7_s_1_2_cc_0,SEMANTIC_ZOOM_CYTO
251,-17.599882,-60.522366,combination-area-bar_p_1_sw_0_7_s_1_0_oc,combination-area-bar
252,2.504148,26.356867,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc,EX_SPEC_CIRCOS_BETWEEN_LINK
253,40.78253,-28.350004,circular-comb-points_p_1_sw_0_7_s_1_2_cc_0,circular-comb-points
254,61.736153,12.417489,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_0_7_cc_0,heatmap
255,13.849958,55.676193,hi-c-matrix-alt_p_0_sw_0_7_s_0_7_oc,hi-c-matrix-alt
256,-13.116494,32.223732,AREA_sw_1_2_s_1_0_cc_2,AREA
257,-48.987133,-20.253527,stratified-bar_p_0_sw_1_0_s_1_2_oc,stratified-bar
