,file_name,class,index,original
21,AREA_sw_1_0_s_1_0_cc_1,AREA,False,AREA_sw_0_7_s_1_0_cc_1
22,AREA_sw_1_0_s_1_0_cc_2,AREA,False,AREA_sw_1_2_s_0_7_cc_2
23,AREA_sw_1_0_s_1_0_cc_3,AREA,False,AREA_sw_0_7_s_1_2_cc_3
24,AREA_sw_1_0_s_1_0_oc,AREA,False,AREA_sw_1_0_s_0_7_oc
25,AREA_sw_1_0_s_1_2_cc_0,AREA,False,AREA_sw_0_7_s_0_7_cc_0
26,AREA_sw_1_0_s_1_2_cc_1,AREA,False,AREA_sw_0_7_s_1_0_cc_1
27,AREA_sw_1_0_s_1_2_cc_2,AREA,False,AREA_sw_1_2_s_0_7_cc_2
28,AREA_sw_1_0_s_1_2_cc_3,AREA,False,AREA_sw_0_7_s_1_2_cc_3
29,AREA_sw_1_0_s_1_2_oc,AREA,False,AREA_sw_1_0_s_0_7_oc
30,AREA_sw_1_2_s_0_7_cc_0,AREA,False,AREA_sw_0_7_s_0_7_cc_0
31,AREA_sw_1_2_s_0_7_cc_1,AREA,False,AREA_sw_0_7_s_1_0_cc_1
32,AREA_sw_1_2_s_0_7_cc_2,AREA,True,AREA_sw_1_2_s_0_7_cc_2
33,AREA_sw_1_2_s_0_7_cc_3,AREA,False,AREA_sw_0_7_s_1_2_cc_3
34,AREA_sw_1_2_s_0_7_oc,AREA,False,AREA_sw_1_0_s_0_7_oc
35,AREA_sw_1_2_s_1_0_cc_0,AREA,False,AREA_sw_0_7_s_0_7_cc_0
36,AREA_sw_1_2_s_1_0_cc_1,AREA,False,AREA_sw_0_7_s_1_0_cc_1
37,AREA_sw_1_2_s_1_0_cc_2,AREA,False,AREA_sw_1_2_s_0_7_cc_2
38,AREA_sw_1_2_s_1_0_cc_3,AREA,False,AREA_sw_0_7_s_1_2_cc_3
39,AREA_sw_1_2_s_1_0_oc,AREA,False,AREA_sw_1_0_s_0_7_oc
40,AREA_sw_1_2_s_1_2_cc_0,AREA,False,AREA_sw_0_7_s_0_7_cc_0
41,AREA_sw_1_2_s_1_2_cc_1,AREA,False,AREA_sw_0_7_s_1_0_cc_1
42,AREA_sw_1_2_s_1_2_cc_2,AREA,False,AREA_sw_1_2_s_0_7_cc_2
43,AREA_sw_1_2_s_1_2_cc_3,AREA,False,AREA_sw_0_7_s_1_2_cc_3
44,AREA_sw_1_2_s_1_2_oc,AREA,False,AREA_sw_1_0_s_0_7_oc
45,BAR_sw_0_7_s_0_7_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
46,BAR_sw_0_7_s_0_7_cc_1,BAR,True,BAR_sw_0_7_s_0_7_cc_1
47,BAR_sw_0_7_s_0_7_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
48,BAR_sw_0_7_s_0_7_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
49,BAR_sw_0_7_s_0_7_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
50,BAR_sw_0_7_s_1_0_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
51,BAR_sw_0_7_s_1_0_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
52,BAR_sw_0_7_s_1_0_cc_2,BAR,True,BAR_sw_0_7_s_1_0_cc_2
53,BAR_sw_0_7_s_1_0_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
54,BAR_sw_0_7_s_1_0_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
55,BAR_sw_0_7_s_1_2_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
56,BAR_sw_0_7_s_1_2_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
57,BAR_sw_0_7_s_1_2_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
58,BAR_sw_0_7_s_1_2_cc_3,BAR,True,BAR_sw_0_7_s_1_2_cc_3
59,BAR_sw_0_7_s_1_2_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
60,BAR_sw_1_0_s_0_7_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
61,BAR_sw_1_0_s_0_7_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
62,BAR_sw_1_0_s_0_7_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
63,BAR_sw_1_0_s_0_7_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
64,BAR_sw_1_0_s_0_7_oc,BAR,True,BAR_sw_1_0_s_0_7_oc
65,BAR_sw_1_0_s_1_0_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
66,BAR_sw_1_0_s_1_0_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
67,BAR_sw_1_0_s_1_0_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
68,BAR_sw_1_0_s_1_0_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
69,BAR_sw_1_0_s_1_0_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
70,BAR_sw_1_0_s_1_2_cc_0,BAR,True,BAR_sw_1_0_s_1_2_cc_0
71,BAR_sw_1_0_s_1_2_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
72,BAR_sw_1_0_s_1_2_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
73,BAR_sw_1_0_s_1_2_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
74,BAR_sw_1_0_s_1_2_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
75,BAR_sw_1_2_s_0_7_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
76,BAR_sw_1_2_s_0_7_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
77,BAR_sw_1_2_s_0_7_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
78,BAR_sw_1_2_s_0_7_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
79,BAR_sw_1_2_s_0_7_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
80,BAR_sw_1_2_s_1_0_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
81,BAR_sw_1_2_s_1_0_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
82,BAR_sw_1_2_s_1_0_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
83,BAR_sw_1_2_s_1_0_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
84,BAR_sw_1_2_s_1_0_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
85,BAR_sw_1_2_s_1_2_cc_0,BAR,False,BAR_sw_1_0_s_1_2_cc_0
86,BAR_sw_1_2_s_1_2_cc_1,BAR,False,BAR_sw_0_7_s_0_7_cc_1
87,BAR_sw_1_2_s_1_2_cc_2,BAR,False,BAR_sw_0_7_s_1_0_cc_2
88,BAR_sw_1_2_s_1_2_cc_3,BAR,False,BAR_sw_0_7_s_1_2_cc_3
89,BAR_sw_1_2_s_1_2_oc,BAR,False,BAR_sw_1_0_s_0_7_oc
90,BED_DEMO_sw_0_7_s_0_7_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0
91,BED_DEMO_sw_0_7_s_0_7_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0
92,BED_DEMO_sw_0_7_s_0_7_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0
93,BED_DEMO_sw_0_7_s_0_7_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
94,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_0_7_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
95,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_0_7_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
96,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_0_7_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
97,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_0_7_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
98,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_0_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
99,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_0_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
100,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_0_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
101,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_0_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
102,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_2_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
103,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_2_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
104,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_2_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
105,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_0_7_s_1_2_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
106,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_0_7_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
107,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_0_7_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
108,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_0_7_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
109,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_0_7_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
110,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_0_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
111,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_0_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
112,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_0_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
113,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_0_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
114,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_2_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
115,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_2_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
116,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_2_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
117,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_0_s_1_2_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
118,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_0_7_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
119,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_0_7_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
120,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_0_7_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
121,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_0_7_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
122,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0,BED_DEMO,True,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0
123,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
124,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
125,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_oc,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
126,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_cc_0,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
127,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_cc_1,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
128,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_cc_2,BED_DEMO,False,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
129,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc,BED_DEMO,True,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc
130,BOCA-UK-f221c897-6ad0-0df9-e040-11ac0c4813ef,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
131,BOCA-UK-f82d213f-9843-28eb-e040-11ac0d483e48,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
132,BOCA-UK-f82d213f-9ba5-7b6b-e040-11ac0c486882,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
133,BOCA-UK-f82d213f-bc06-5b51-e040-11ac0c48687e,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
134,BOCA-UK-f82d213f-bc99-5b1d-e040-11ac0c486880,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
135,BOCA-UK-f82d213f-caa7-fd59-e040-11ac0d483e46,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
136,BOCA-UK-f82d2146-70f5-8114-e040-11ac0d483e50,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
137,BOCA-UK-f82d2146-726a-d0e0-e040-11ac0c486888,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
138,BOCA-UK-f83f1eb8-b2c8-c3d6-e040-11ac0c48261e,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
139,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e,BOCA-UK,True,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
140,BOCA-UK-f8407106-8a96-8f85-e040-11ac0d481656,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
141,BOCA-UK-f841c488-6b8d-6645-e040-11ac0c481418,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
142,BOCA-UK-f8425828-5b0f-23a8-e040-11ac0d484128,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
143,BOCA-UK-f843ed5c-0336-3d33-e040-11ac0d48478c,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
144,BOCA-UK-f845ebba-8c56-b559-e040-11ac0c4863d5,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
145,BOCA-UK-f8467ec8-2d61-ba21-e040-11ac0c483584,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
146,BOCA-UK-f8515e5a-7de3-6be3-e040-11ac0c480d6d,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
147,BOCA-UK-f85397dc-e6e9-4f54-e040-11ac0d48706c,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
148,BOCA-UK-f854ae3f-356d-f0ad-e040-11ac0c485dae,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
149,BOCA-UK-f856fa85-fdb8-c0b0-e040-11ac0d480b4e,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
150,BOCA-UK-f8572359-f29a-5945-e040-11ac0d4821cf,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
151,BOCA-UK-f8593ac0-9480-22a0-e040-11ac0d48697a,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
152,BOCA-UK-f85add3d-e2e6-31f8-e040-11ac0d48479c,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
153,BOCA-UK-f85ae2b7-cebf-17a2-e040-11ac0c48033a,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
154,BOCA-UK-f860bc4c-f31b-6538-e040-11ac0c48268f,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
155,BOCA-UK-f866123a-9eb0-e856-e040-11ac0c48717e,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
156,BOCA-UK-f8696c79-b165-92a6-e040-11ac0c4804bf,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
157,BOCA-UK-f86975a2-78a4-ef8c-e040-11ac0c4809da,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
158,BOCA-UK-f86ae246-2492-9785-e040-11ac0d4813b0,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
159,BOCA-UK-f86b6ba2-8f4b-ee53-e040-11ac0d485904,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
160,BOCA-UK-f86b7e84-7040-c751-e040-11ac0c485675,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
161,BOCA-UK-f86e2d80-911b-7a19-e040-11ac0d486900,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
162,BOCA-UK-f87348df-7186-4c6b-e040-11ac0c482ba9,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
163,BOCA-UK-f87cdca1-2c85-49d2-e040-11ac0d485c9d,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
164,BOCA-UK-f87d7c27-eeef-920e-e040-11ac0d48388d,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
165,BOCA-UK-f87e94a9-ef37-fcba-e040-11ac0c482332,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
166,BOCA-UK-f87eb1b5-1712-ca1f-e040-11ac0c483848,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
167,BOCA-UK-f8809cee-8f81-28f8-e040-11ac0d4873bf,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
168,BOCA-UK-fc950c33-faa4-0241-e040-11ac0c486786,BOCA-UK,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
169,BRCA-EU-f7b847e5-0f5d-69b4-e040-11ac0c4845fe,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
170,BRCA-EU-f7b84b5d-8f28-e6b7-e040-11ac0c484704,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
171,BRCA-EU-f7b84bac-f161-9eee-e040-11ac0c4847ed,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
172,BRCA-EU-f7b84c09-15d4-3046-e040-11ac0c4847ff,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
173,BRCA-EU-f7c6486a-bb08-f77a-e040-11ac0c482953,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
174,BRCA-EU-f7c6a336-3126-7580-e040-11ac0c485971,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
175,BRCA-EU-f7c7373c-1972-4968-e040-11ac0d486e80,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
176,BRCA-EU-f7d128d2-3964-e3bc-e040-11ac0d481667,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
177,BRCA-EU-f7d70fac-c76f-399e-e040-11ac0c482f9c,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
178,BRCA-EU-f7d77a03-28a0-f446-e040-11ac0c4866fb,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
179,BRCA-EU-f7d7b3db-02af-61cb-e040-11ac0c480c03,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
180,BRCA-EU-f7e4a2a8-093d-9e36-e040-11ac0d480c7d,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
181,BRCA-EU-f7e7b258-b4b2-e6c5-e040-11ac0d486773,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
182,BRCA-EU-f7e7d61f-e2dc-b523-e040-11ac0c482000,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
183,BRCA-EU-f7ed28a6-8f5f-e87b-e040-11ac0c48120e,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
184,BRCA-EU-f7f3e156-0dde-72b9-e040-11ac0d48542c,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
185,BRCA-EU-f7f66114-e321-1d4c-e040-11ac0d48541a,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
186,BRCA-EU-f7f6619b-fae8-3381-e040-11ac0c483f78,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
187,BRCA-EU-f7fdda4f-7bf7-ede7-e040-11ac0c486e57,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
188,BRCA-EU-f80293b8-ddb7-f575-e040-11ac0d48309d,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
189,BRCA-EU-f809247c-2bab-ab06-e040-11ac0d482b8a,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
190,BRCA-EU-fc8130df-18fe-c74d-e040-11ac0d485df2,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
191,BRCA-EU-fc8130df-1bc2-c537-e040-11ac0d485de6,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
192,BRCA-EU-fc8130df-1cdd-cade-e040-11ac0d485dec,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
193,BRCA-EU-fc8130df-1e8f-c879-e040-11ac0d485df4,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
194,BRCA-EU-fc8130df-1f21-c8f9-e040-11ac0d485dfc,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
195,BRCA-EU-fc8130df-2211-cfcc-e040-11ac0d485dde,BRCA-EU,False,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e
