,Unnamed: 0,query_file,query_type,target_embedding_type,smallest_k_matched
71,71,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,text_0_2_4,256
72,72,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,text_0_2_4_llm_fs_single,3
73,73,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,image,1
74,74,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,spec,53
75,75,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,text,1
76,76,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,text_0_2_4,1
77,77,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,text_0_2_4_llm_fs_single,1
78,78,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,image,4
79,79,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,spec,2353
80,80,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,text,947
81,81,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4,643
82,82,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4_llm_fs_single,29
83,83,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,image,35
84,84,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,spec,3008
85,85,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text,503
86,86,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,507
87,87,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,295
88,88,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,image,6
89,89,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,spec,292
90,90,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,text,594
91,91,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,250
92,92,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,21
93,93,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,image,435
94,94,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,spec,669
95,95,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,text,633
96,96,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,text_0_2_4,461
97,97,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,text_0_2_4_llm_fs_single,12
98,98,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,image,10
99,99,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,spec,1458
100,100,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,text,1
101,101,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,text_0_2_4,1
102,102,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
103,103,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,image,1
104,104,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,spec,8
105,105,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,text,858
106,106,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4,1307
107,107,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4_llm_fs_single,77
108,108,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,image,1
109,109,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,spec,1152
110,110,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,text,19
111,111,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,34
112,112,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,1
113,113,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
114,114,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,spec,37
115,115,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,text,121
116,116,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,37
117,117,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,140
118,118,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
119,119,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,91
120,120,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,text,24
121,121,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,text_0_2_4,22
122,122,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,31
123,123,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,image,1
124,124,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,spec,1741
125,125,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,text,2177
126,126,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,2016
127,127,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,3
128,128,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,image,1
129,129,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,spec,3138
130,130,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,text,418
131,131,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,text_0_2_4,391
132,132,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,text_0_2_4_llm_fs_single,1
133,133,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,image,1
134,134,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,spec,2639
135,135,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,text,1
136,136,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,2
137,137,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,1
138,138,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
139,139,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,2877
140,140,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,text,46
141,141,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,text_0_2_4,46
142,142,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,text_0_2_4_llm_fs_single,5
143,143,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,image,1
144,144,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,spec,1055
145,145,LINE_sw_1_2_s_0_7_oc_query.png,imgs,text,16
146,146,LINE_sw_1_2_s_0_7_oc_query.png,imgs,text_0_2_4,11
147,147,LINE_sw_1_2_s_0_7_oc_query.png,imgs,text_0_2_4_llm_fs_single,53
148,148,LINE_sw_1_2_s_0_7_oc_query.png,imgs,image,1
149,149,LINE_sw_1_2_s_0_7_oc_query.png,imgs,spec,1143
150,150,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,text,91
151,151,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,text_0_2_4,91
152,152,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,text_0_2_4_llm_fs_single,7
153,153,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,image,1
154,154,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,spec,1531
155,155,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text,385
156,156,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,371
157,157,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
158,158,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,image,1
159,159,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,spec,204
160,160,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,text,557
161,161,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,913
162,162,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,239
163,163,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
164,164,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,spec,822
165,165,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,text,315
166,166,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4,306
167,167,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4_llm_fs_single,6
168,168,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,image,10
169,169,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,spec,388
170,170,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,text,1551
171,171,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,text_0_2_4,1225
172,172,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,text_0_2_4_llm_fs_single,440
173,173,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,image,73
174,174,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,spec,2888
175,175,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,text,408
176,176,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,text_0_2_4,589
177,177,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,text_0_2_4_llm_fs_single,158
178,178,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,image,13
179,179,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,spec,962
180,180,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,text,171
181,181,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4,168
182,182,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4_llm_fs_single,5
183,183,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,image,1
184,184,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,spec,1207
185,185,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,text,100
186,186,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,78
187,187,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,86
188,188,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,image,5
189,189,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,spec,239
190,190,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,text,74
191,191,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,text_0_2_4,38
192,192,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,text_0_2_4_llm_fs_single,1
193,193,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,image,1
194,194,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,spec,1
195,195,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,text,58
196,196,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,1
197,197,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
198,198,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,image,1
199,199,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,spec,474
200,200,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,text,1
201,201,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,text_0_2_4,1
202,202,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,2
203,203,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,image,1
204,204,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,spec,2546
205,205,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,text,37
206,206,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,text_0_2_4,37
207,207,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
208,208,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,image,3
209,209,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,spec,1308
210,210,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,text,567
211,211,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,3
212,212,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,1
213,213,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
214,214,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,spec,1380
215,215,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,text,102
216,216,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,text_0_2_4,101
217,217,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,text_0_2_4_llm_fs_single,24
218,218,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,image,2
219,219,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,spec,61
220,220,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,text,69
221,221,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,69
222,222,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,2
223,223,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,image,1
224,224,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,spec,593
225,225,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,text,347
226,226,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,text_0_2_4,308
227,227,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,136
228,228,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,image,1
229,229,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,spec,158
230,230,POINT_sw_1_2_s_1_2_oc_query.png,imgs,text,9
231,231,POINT_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,3
232,232,POINT_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,4
233,233,POINT_sw_1_2_s_1_2_oc_query.png,imgs,image,3
234,234,POINT_sw_1_2_s_1_2_oc_query.png,imgs,spec,1737
235,235,gene_annotation_single_3_s_1_2_oc_query.png,imgs,text,298
236,236,gene_annotation_single_3_s_1_2_oc_query.png,imgs,text_0_2_4,148
237,237,gene_annotation_single_3_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,3
238,238,gene_annotation_single_3_s_1_2_oc_query.png,imgs,image,2
239,239,gene_annotation_single_3_s_1_2_oc_query.png,imgs,spec,704
240,240,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,text,832
241,241,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,text_0_2_4,1019
242,242,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,text_0_2_4_llm_fs_single,47
243,243,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,image,13
244,244,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,spec,1821
245,245,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,text,176
246,246,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,text_0_2_4,198
247,247,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,text_0_2_4_llm_fs_single,5
248,248,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,image,1
249,249,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,spec,1130
250,250,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,text,1
251,251,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,1
252,252,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
253,253,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,image,1
254,254,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,spec,46
255,255,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,text,10
256,256,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,10
257,257,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,2
258,258,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
259,259,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,411
260,260,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,text,1
261,261,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,text_0_2_4,1
262,262,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,text_0_2_4_llm_fs_single,1
263,263,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,image,1
264,264,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,spec,1
265,265,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,text,131
266,266,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,text_0_2_4,131
267,267,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,6
268,268,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,image,1
269,269,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,spec,1374
270,270,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,text,637
271,271,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,text_0_2_4,157
272,272,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,11
273,273,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,image,1
