query	GT_extended
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_sw_1_2_s_1_0_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_sw_1_0_s_1_0_oc_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_s_0_5_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_sw_0_7_s_0_7_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_sw_1_0_s_0_7_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_s_0_7_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_sw_1_2_s_1_2_oc
multi_layer_circular_m_0_s_2_0_oc_query	multi_layer_circular_m_0_s_2_0_oc
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_2_s_0_7_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_0_s_1_2_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_s_0_5_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_0_7_s_1_2_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_s_1_0_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_2_s_1_2_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_0_s_0_7_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_s_0_7_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_s_1_0_oc_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_0_s_1_0_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_s_2_0_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_2_s_1_0_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_0_7_s_1_0_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_s_1_2_cc_0
multi_layer_circular_m_1_s_0_7_cc_0_query	multi_layer_circular_m_1_sw_1_0_s_1_0_oc_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_1_0_s_1_0_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_s_1_0_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_0_7_s_1_0_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_s_0_5_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_1_2_s_1_0_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_s_1_2_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_1_0_s_1_2_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_1_2_s_0_7_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_1_0_s_0_7_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_1_2_s_1_2_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_s_1_0_oc_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_s_0_7_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_sw_0_7_s_1_2_cc_0
multi_layer_circular_m_2_s_0_5_cc_0_query	multi_layer_circular_m_2_s_2_0_cc_0
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_s_2_0_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_1_0_s_1_2_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_0_7_s_1_0_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_s_0_7_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_1_2_s_0_7_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_1_0_s_1_0_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_s_0_5_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_0_7_s_1_2_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_0_7_s_0_7_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_s_1_0_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_1_2_s_1_0_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_1_2_s_1_2_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_sw_1_0_s_0_7_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_s_1_2_oc
multi_layer_circular_m_2_s_2_0_oc_query	multi_layer_circular_m_2_s_1_0_oc_oc
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_2_s_0_7_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_0_s_1_2_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_s_1_0_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_0_s_1_0_oc_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_2_s_1_2_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_0_s_0_7_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_s_0_5_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_0_7_s_1_2_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_0_s_1_0_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_s_1_2_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_s_2_0_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_0_7_s_1_0_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_sw_1_2_s_1_0_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_s_0_7_cc_0
multi_layer_circular_m_3_s_0_5_cc_0_query	multi_layer_circular_m_3_s_1_0_oc_cc_0
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_s_2_0_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_0_7_s_1_0_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_0_s_1_2_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_s_0_5_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_2_s_0_7_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_s_0_7_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_0_7_s_1_2_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_0_s_1_0_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_0_7_s_0_7_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_s_1_2_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_2_s_1_0_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_s_1_0_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_2_s_1_2_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_0_s_1_0_oc_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_s_1_0_oc_oc
multi_layer_circular_m_3_s_2_0_oc_query	multi_layer_circular_m_3_sw_1_0_s_0_7_oc
	
