query	gt_extended
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1	hi-c-matrix_p_0_sw_1_0_s_1_2_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1	hi-c-matrix_p_0_sw_1_2_s_0_7_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1	hi-c-matrix_p_0_sw_1_2_s_0_7_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1	hi-c-matrix_p_0_sw_1_0_s_1_2_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_1_0_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_1_0_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_1_0_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_1_0_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_1_0_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_1_0_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_1_0_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_1_0_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_1_0_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_1_2_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_0_7_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_1_2_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_0_7_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_0_7_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_1_2_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_1_2_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_1_2_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_1_2_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_0_7_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_0_7_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_0_7_s_0_7_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_0_7_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_1_2_cc_0
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_1_2_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_0_7_cc_1
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_2_s_0_7_cc_2
EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2	hi-c-matrix_p_0_sw_1_0_s_1_2_cc_2
